"filename", "language", "Markdown", "JSON", "JavaScript", "MS SQL", "Skill", "PowerShell", "PostCSS", "Python", "pip requirements", "HTML", "JavaScript JSX", "YAML", "XML", "comment", "blank", "total"
"c:\Users\Keagan\.openclaw\workspace\wysl\backend\test_elevenlabs_number.py", "Python", 0, 0, 0, 0, 0, 0, 0, 227, 0, 0, 0, 0, 0, 2, 42, 271
"c:\Users\Keagan\.openclaw\workspace\wysl\color.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25
"c:\Users\Keagan\.openclaw\workspace\wysl\gemini.md", "Markdown", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\Keagan\.openclaw\workspace\wysl\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 2, 4, 34
"c:\Users\Keagan\.openclaw\workspace\wysl\package-lock.json", "JSON", 0, 8433, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8434
"c:\Users\Keagan\.openclaw\workspace\wysl\package.json", "JSON", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 62
"c:\Users\Keagan\.openclaw\workspace\wysl\postcss.config.js", "JavaScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Keagan\.openclaw\workspace\wysl\render.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 7, 3, 44
"c:\Users\Keagan\.openclaw\workspace\wysl\requirements.txt", "pip requirements", 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 1, 21
"c:\Users\Keagan\.openclaw\workspace\wysl\sql\add_account_settings_autonomy_index.sql", "MS SQL", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"c:\Users\Keagan\.openclaw\workspace\wysl\sql\add_business_forwarding_config.sql", "MS SQL", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\Keagan\.openclaw\workspace\wysl\sql\add_business_number_purchase_fields.sql", "MS SQL", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\Keagan\.openclaw\workspace\wysl\sql\add_business_people_field_config.sql", "MS SQL", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\Keagan\.openclaw\workspace\wysl\sql\add_elevenlabs_phone_number_id_to_businesses.sql", "MS SQL", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\Keagan\.openclaw\workspace\wysl\sql\add_gender_to_hired_receptionists.sql", "MS SQL", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\Keagan\.openclaw\workspace\wysl\sql\add_people_custom_fields.sql", "MS SQL", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 31
"c:\Users\Keagan\.openclaw\workspace\wysl\sql\add_receptionist_call_metrics.sql", "MS SQL", 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 69
"c:\Users\Keagan\.openclaw\workspace\wysl\sql\add_stripe_integration_provider.sql", "MS SQL", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\Keagan\.openclaw\workspace\wysl\sql\allow_appointment_missed_status.sql", "MS SQL", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 20
"c:\Users\Keagan\.openclaw\workspace\wysl\sql\allow_select_people_schema_field_types.sql", "MS SQL", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\Keagan\.openclaw\workspace\wysl\sql\create_call_logs.sql", "MS SQL", 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 107
"c:\Users\Keagan\.openclaw\workspace\wysl\sql\create_integrations.sql", "MS SQL", 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 107
"c:\Users\Keagan\.openclaw\workspace\wysl\sql\create_jobs.sql", "MS SQL", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 71
"c:\Users\Keagan\.openclaw\workspace\wysl\sql\create_scenario_events.sql", "MS SQL", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\Keagan\.openclaw\workspace\wysl\sql\emit_appointment_missed_trigger.sql", "MS SQL", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 39
"c:\Users\Keagan\.openclaw\workspace\wysl\sql\fix_account_settings_multi_tenant.sql", "MS SQL", 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 125
"c:\Users\Keagan\.openclaw\workspace\wysl\sql\live_monitoring_realtime.sql", "MS SQL", 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 40
"c:\Users\Keagan\.openclaw\workspace\wysl\sql\make_people_booleans_nullable_default.sql", "MS SQL", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\Keagan\.openclaw\workspace\wysl\sql\people_schema_rls.sql", "MS SQL", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 62
"c:\Users\Keagan\.openclaw\workspace\wysl\sql\supabase_user_profile_trigger.sql", "MS SQL", 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 149
"c:\Users\Keagan\.openclaw\workspace\wysl\src\App.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 5, 21, 106
"c:\Users\Keagan\.openclaw\workspace\wysl\src\assets\stripe.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\AES256Stats.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 0, 19, 19, 131
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\AnimationEngine.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 4, 10, 84
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\AnimationProvider.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 291, 0, 0, 4, 31, 326
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\Breakroom.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 180, 0, 0, 4, 20, 204
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\CalendarShowcase.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 224, 0, 0, 8, 13, 245
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\CampaignBuilder\AgentSelectorModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 0, 0, 5, 13, 169
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\CampaignBuilder\CampaignBuilderPage.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 3, 10, 64
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\CampaignBuilder\CampaignConfigPanel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 0, 2, 10, 97
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\CampaignBuilder\ConditionalSchedulerModule.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 193, 0, 0, 9, 21, 223
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\CampaignBuilder\FilterBuilder.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 287, 0, 0, 2, 17, 306
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\CampaignBuilder\LowerToolbar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 180, 0, 0, 4, 17, 201
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\CampaignBuilder\MainAudienceFilterModule.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 11, 103
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\CampaignBuilder\PriorityModule.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 8, 16, 130
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\CampaignBuilder\RuleBlock.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 1, 8, 69
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\CampaignBuilder\RuleBlockStack.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 1, 8, 47
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\CampaignBuilder\RuleSummary.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 1, 8, 31
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\CampaignBuilder\SchedulerModule.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 1, 7, 34
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\DashboardLoadingScreen.css", "PostCSS", 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 11, 17, 135
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\DashboardLoadingScreen.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 1, 8, 66
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\FullscreenLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 3, 10
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\HeroConcept.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 264, 0, 0, 14, 27, 305
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\IntroOverlay.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 8, 9, 57
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\MasterNav.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 1, 12, 129
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\MoneyTable.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 558, 0, 0, 40, 102, 700
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\NavPanel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 2, 7, 57
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\ProtectedLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 1, 7, 22
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\ReferralHandler.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 3, 5, 21
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\SplashScreen.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 6, 10, 62
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\TypingAnimation.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 26, 17, 101
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\TypingIndicator.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 1, 3, 16
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\dashboard\AccountSettings.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 0, 0, 8, 40, 286
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\dashboard\AirtableGrid.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 168, 0, 0, 6, 11, 185
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\dashboard\ConfigPanel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 2, 8, 76
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\dashboard\DraggableHeader.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 3, 5, 48
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\dashboard\FilterPanel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 2, 9, 80
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\dashboard\GridCells.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 226, 0, 0, 1, 22, 249
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\dashboard\MainPanel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 1, 3, 22
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\dashboard\NavPanel.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 1, 7, 94
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\dashboard\QueueItem.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 3, 12, 112
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\dashboard\QueueRoom.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 2, 10, 82
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\dashboard\ViewBar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 1, 5, 31
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\dashboard\ViewToggle.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 3, 30
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\BreakroomLoginModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 11, 14, 113
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\BreezyIntroModal.css", "PostCSS", 0, 0, 0, 0, 0, 0, 105, 0, 0, 0, 0, 0, 0, 2, 17, 124
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\BreezyIntroModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 1, 4, 61
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\ChangeMasterPinModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 255, 0, 0, 0, 26, 281
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\ChangeNameModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 1, 6, 59
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\CommissionLogicModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 6, 85
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\ConfirmationModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 2, 21
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\ContactUsModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 2, 10, 135
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\CreatePasswordModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 982, 0, 0, 25, 130, 1137
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\DeleteAccountModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 3, 72
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\DeviceInfoModal.css", "PostCSS", 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 1, 20, 146
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\DeviceInfoModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 0, 1, 15, 129
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\FAQModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 4, 71
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\InitialMasterPasswordSetupModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 202, 0, 0, 2, 22, 226
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\LimitReachedModal.css", "PostCSS", 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 0, 2, 12, 93
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\LimitReachedModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 1, 3, 44
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\ManageSubscriptionModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 1, 11, 102
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\MasterPasswordModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 0, 0, 2, 17, 171
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\OAuthAccountModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 258, 0, 0, 9, 22, 289
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\OAuthAccountSelectionModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 7, 68
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\OAuthSelectionModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 1, 6, 75
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\PlanChangePopupModal.css", "PostCSS", 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 2, 15, 106
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\PlanChangePopupModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 1, 5, 86
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\SavedAccountsModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 4, 49
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\SwiperIntroModal.css", "PostCSS", 0, 0, 0, 0, 0, 0, 155, 0, 0, 0, 0, 0, 0, 2, 20, 177
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\SwiperIntroModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 1, 8, 91
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\TutorialModal.css", "PostCSS", 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 2, 17, 157
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\TutorialModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 0, 0, 1, 6, 80
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\modals\UpdateBillingInfoModal.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 1, 6, 37
"c:\Users\Keagan\.openclaw\workspace\wysl\src\components\onboarding\IdentityQuestionsSlide.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 2, 8, 101
"c:\Users\Keagan\.openclaw\workspace\wysl\src\contexts\AuthContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 0, 0, 1, 27, 159
"c:\Users\Keagan\.openclaw\workspace\wysl\src\contexts\ModalContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 1, 7, 26
"c:\Users\Keagan\.openclaw\workspace\wysl\src\dashboard-v2\components\Canvas.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 3, 16
